"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared2278","random.graph",6e-04,"closeness",73977.8256078952,0,0.182757497987626,0.994494481682367,0,-87.4583861381759
"X-squared2279","random.graph",6e-04,"closeness",46437.5106873068,0,0.182401942432071,0.987614180877781,0,-93.0121712401976
"X-squared2280","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989804164558806,0,-91.3352831682933
"X-squared2281","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989396427720221,0,-91.6200678729107
"X-squared2282","random.graph",6e-04,"closeness",56572.6000267575,0,0.1735691696426,0.991793239513925,0,-89.9522911736843
"X-squared2283","random.graph",6e-04,"closeness",69671.6464861583,0,0.193946947420378,0.990255699219755,0,-91.0203065177456
"X-squared2284","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.991262022721567,0,-90.3324019458157
"X-squared2285","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989406312648759,0,-91.6120022215393
"X-squared2286","random.graph",6e-04,"closeness",68355.1757284241,0,0.192102502975933,0.988644066884702,0,-92.1460916879897
"X-squared2287","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988051408038837,0,-92.6030729465997
"X-squared2288","random.graph",6e-04,"closeness",24723.4183181164,0,0.154704445408004,0.988338721080688,0,-92.387033505209
"X-squared2289","random.graph",6e-04,"closeness",68182.1084921295,0,0.191858058531489,0.988640931253579,0,-92.1448813718613
"X-squared2290","random.graph",6e-04,"closeness",68229.2758087712,0,0.191924725198156,0.988617805949948,0,-92.1473193393357
"X-squared2291","random.graph",6e-04,"closeness",69671.6464861583,0,0.193946947420378,0.990253143237178,0,-91.0259912083017
"X-squared2292","random.graph",6e-04,"closeness",69575.9030785224,0,0.193813614087044,0.988995974559376,0,-91.8938213378567
"X-squared2293","random.graph",6e-04,"closeness",46437.5106873068,0,0.182401942432071,0.987599268844567,0,-93.0163308849908
"X-squared2294","random.graph",6e-04,"closeness",46437.5106873068,0,0.182401942432071,0.987620362605788,0,-93.0138000233672
"X-squared2295","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.99121830367436,0,-90.3376886843031
"X-squared2296","random.graph",6e-04,"closeness",68370.9255328974,0,0.192124725198156,0.988663339072323,0,-92.1455653280351
"X-squared2297","random.graph",6e-04,"closeness",54089.4051347764,0,0.17247805564081,0.991738758111531,0,-89.9479124431108
"X-squared2298","random.graph",6e-04,"closeness",69671.6464861583,0,0.193946947420378,0.990258118069615,0,-91.0164436404176
"X-squared2299","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989402662804401,0,-91.6192036878845
"X-squared2300","random.graph",6e-04,"clustering",22.0842689114672,0.00476212805999662,0.0455772663971091,0.0136388129671368,0.39020692847639,-88.2865564875394
"X-squared2301","random.graph",6e-04,"clustering",47.5823579316445,1.1872276337188e-07,0.0536583128992346,0.0668194349426232,0.000220580289911958,-89.3166446323082
"X-squared2302","random.graph",6e-04,"clustering",72.9627595705753,1.26059741902501e-12,0.0705391393038705,0.129413649056762,5.47098911556948e-09,-90.732922614628
"X-squared2303","random.graph",6e-04,"clustering",62.884173803983,1.26273369593943e-10,0.0530274148615728,0.0167098394662073,0.0963876184173255,-89.2924811882174
"X-squared2304","random.graph",6e-04,"clustering",44.4556113353082,4.66591723657028e-07,0.0687348333520991,0.0996397877332583,9.45387968354745e-05,-89.5992414048583
"X-squared2305","random.graph",6e-04,"clustering",56.9420370717323,1.84824379004646e-09,0.0757640987590657,0.133590003344617,1.05732296978794e-06,-89.076743066493
"X-squared2306","random.graph",6e-04,"clustering",45.6876657657384,2.7250581647751e-07,0.0617083242495759,0.144020241439739,4.81651802496198e-07,-90.3250500844445
"X-squared2307","random.graph",6e-04,"clustering",51.8659084574304,1.78648143290093e-08,0.06247665505091,0.0542432067623116,0.00107585019377518,-89.0389544363608
"X-squared2308","random.graph",6e-04,"clustering",58.4425797349918,9.41018902878319e-10,0.0562359821435705,0.0626950045543077,5.65480007061424e-05,-89.6079145447452
"X-squared2309","random.graph",6e-04,"clustering",53.9836318691728,6.95415459634939e-09,0.0566087488714774,0.044152427072133,0.00887683950686852,-89.4333072632534
"X-squared2310","random.graph",6e-04,"clustering",44.6745209219189,4.24133962991267e-07,0.0607350348727516,0.0209365510270839,0.110987482106584,-89.6366208554142
"X-squared2311","random.graph",6e-04,"clustering",48.3973153515515,8.29351320702943e-08,0.0561121124544834,0.0473064272193625,0.0128785607935388,-87.6829379009218
"X-squared2312","random.graph",6e-04,"clustering",38.094683809013,7.23103485507312e-06,0.0516357573598595,0.0478216482144638,0.00544771156195937,-89.1979129819324
"X-squared2313","random.graph",6e-04,"clustering",45.5320677952904,2.9168960354138e-07,0.049860992926509,0.0140601632158244,0.234993644183847,-89.5184754873196
"X-squared2314","random.graph",6e-04,"clustering",48.011002148868,9.8317942251925e-08,0.0639085442715781,0.0720487116493046,0.000691311612854472,-89.8222198855626
"X-squared2315","random.graph",6e-04,"clustering",26.8467423136362,0.000751374506667799,0.0496290039691833,0.0167682055161149,0.2102531258374,-88.6208414440259
"X-squared2316","random.graph",6e-04,"clustering",43.137756881647,8.27483442474206e-07,0.064782990690579,0.0623727230756666,0.00771126987606885,-89.3626496734844
"X-squared2317","random.graph",6e-04,"clustering",44.1234833286761,5.39194769745418e-07,0.0520184902296373,0.0213580033732712,0.0678057401234186,-88.7429319522036
"X-squared2318","random.graph",6e-04,"clustering",38.5525682331602,5.94964427710897e-06,0.0484533402145871,0.0289175769584811,0.0285282068848984,-88.367458278
"X-squared2319","random.graph",6e-04,"clustering",35.9109986722212,1.82312991734534e-05,0.0496290039691833,0.0262893776034647,0.0867337569789651,-89.3328462753898
"X-squared2320","random.graph",6e-04,"clustering",51.8492673852898,1.79974364111067e-08,0.0522473781549665,0.0267579662677867,0.0526875397139307,-89.66490959793
"X-squared2321","random.graph",6e-04,"clustering",43.1015001420996,8.40600564299487e-07,0.0535545676974502,0.0305921120076299,0.0441397110329313,-89.1020390752008
"X-squared2322","random.graph",6e-04,"clustering",46.4726667189618,1.93246327287866e-07,0.0540992300068183,0.0508907608975045,0.00222746456280346,-89.1476780965756
"X-squared2323","random.graph",6e-04,"clustering",48.5104496389575,7.89012238338256e-08,0.0615066374142257,0.0842899720161412,4.04761906488778e-05,-89.3683775378747
"X-squared2324","random.graph",6e-04,"clustering",39.3254358015412,4.27700655656626e-06,0.0592800036241302,0.0463004981641521,0.023509742922702,-88.8805518911046
"X-squared2325","random.graph",6e-04,"clustering",49.6883612693333,4.6907563144813e-08,0.0468505315733066,0.0309124105784019,0.0185422945454119,-89.1641243271295
"X-squared2326","random.graph",6e-04,"clustering",34.9074121696569,2.77969715628553e-05,0.0520184902296373,0.0631305718595863,0.00281964811723145,-89.5511248764654
"X-squared2327","random.graph",6e-04,"clustering",40.5567539304344,2.52252034568464e-06,0.0536744933435496,0.0510231012805396,0.00384293823511096,-89.3788613985896
"X-squared2328","random.graph",6e-04,"clustering",38.371031067488,6.42829027472837e-06,0.0684089943165826,0.0795461539413866,0.00524727617863246,-89.2917844259718
"X-squared2329","random.graph",6e-04,"clustering",54.4387096141142,5.67473954208666e-09,0.0627973220382437,0.0630906012731006,0.00193825048229142,-88.9278998819701
"X-squared2330","random.graph",6e-04,"clustering",41.7762450346322,1.49166486539183e-06,0.0554219813295697,0.0628958606272145,0.000561663627613045,-89.110256174214
"X-squared2331","random.graph",6e-04,"clustering",41.4573930976877,1.71169424082583e-06,0.0522473781549665,0.0466929430191346,0.0149601561041313,-89.5774005743248
"X-squared2332","random.graph",6e-04,"clustering",48.9189151978125,6.58940996096485e-08,0.0532037817046063,0.0478270534147928,0.00241463116496545,-89.3199142286064
"X-squared2333","random.graph",6e-04,"clustering",63.264972465152,1.06226220173293e-10,0.0719402417502691,0.102428914826617,3.37621086329641e-06,-88.5369234615415
"X-squared2334","random.graph",6e-04,"clustering",39.7118973583539,3.62484790699592e-06,0.045127878687863,0.00757619721771367,0.376314728782261,-88.5059265989183
"X-squared2335","random.graph",6e-04,"clustering",53.1633962314769,1.00271481920218e-08,0.0586503913376407,0.0645733814168518,0.000490709130873479,-88.5499430274655
"X-squared2336","random.graph",6e-04,"clustering",33.5968106264402,4.80599570348332e-05,0.0479032638921888,0.02545765926136,0.0639644895604574,-89.1983215014716
"X-squared2337","random.graph",6e-04,"clustering",44.7674897870786,4.07284458886282e-07,0.0607129866205749,0.0427634438572468,0.0275396282585805,-89.0417448676843
"X-squared2338","random.graph",6e-04,"clustering",35.0090925427567,2.66367027345627e-05,0.0517844151920035,0.0576921862210725,0.00393261815691847,-89.398017414834
"X-squared2339","random.graph",6e-04,"clustering",52.4471597270382,1.37951279043143e-08,0.0543366469109019,0.041591154914585,0.00770284818002537,-89.5082230282436
"X-squared2340","random.graph",6e-04,"clustering",39.0411445984363,4.82973379578752e-06,0.0500691724908459,0.0620627709195769,0.000845860686715061,-90.5146324300805
"X-squared2341","random.graph",6e-04,"clustering",33.6164276462575,4.76690686160756e-05,0.0546084782772228,0.0972561924980202,0.000211499325770839,-89.8833675297914
"X-squared2342","random.graph",6e-04,"clustering",39.0561501727994,4.79886682194606e-06,0.0583079842155725,0.0484970027085975,0.00821985041185213,-88.7748786754069
"X-squared2343","random.graph",6e-04,"clustering",35.6954326821747,1.99637036586151e-05,0.0502736253954488,0.0506277013937107,0.00491281271733704,-90.0640134639392
"X-squared2344","random.graph",6e-04,"clustering",34.6571501323091,3.08696189741222e-05,0.0465540093553204,0.0258377902977992,0.0427575104353508,-88.4722106627763
"X-squared2345","random.graph",6e-04,"clustering",38.9308942074373,5.06263298178456e-06,0.0627199196619908,0.0506508370753299,0.0121962978824302,-88.1516765855635
"X-squared2346","random.graph",6e-04,"clustering",45.0879530109782,3.54139097442292e-07,0.0504311886423357,0.0563766982397599,0.000373445771671719,-89.6300929372878
"X-squared2347","random.graph",6e-04,"clustering",39.9197733401654,3.31586012686129e-06,0.0573078842055715,0.0958815162672084,6.2269853422313e-05,-90.0941842135508
"X-squared2348","random.graph",6e-04,"clustering",30.3847433274405,0.000180700832407139,0.0473091065500282,0.0256695462684221,0.0992355299341697,-89.0791621144568
"X-squared2349","random.graph",6e-04,"clustering",29.9758633682203,0.000213465155316121,0.0474833428373471,0.0359778264080726,0.0294274611465009,-89.5286401022402
"X-squared2350","random.graph",6e-04,"clustering",47.1315146078767,1.44734735719869e-07,0.0520184902296373,0.0339891555627057,0.0181203374332026,-88.9077132995735
"X-squared2351","random.graph",6e-04,"clustering",50.2143608094481,3.71684718575149e-08,0.0562359821435705,0.0601427040360836,0.000879025744579385,-89.8788981145644
"X-squared2352","random.graph",6e-04,"clustering",46.9293765078631,1.5816617057695e-07,0.0613008760973533,0.073848629065552,0.000343730740194026,-88.502539029404
"X-squared2353","random.graph",6e-04,"clustering",43.4578145381077,7.20158615587988e-07,0.0646504789301603,0.102439444031614,0.000149264271814007,-90.0193818226278
"X-squared2354","random.graph",6e-04,"clustering",30.1279004635735,0.000200651421439765,0.0473401276565379,0.019382962483584,0.158598181477595,-88.1686813018624
"X-squared2355","random.graph",6e-04,"clustering",31.4478315374112,0.00011691494103557,0.0530704234224562,0.026376109123906,0.118071507884755,-88.9528964068981
"X-squared2356","random.graph",6e-04,"clustering",50.7554210400797,2.92466439020085e-08,0.0533075269063907,0.0305213227409312,0.0264622151684537,-88.9578120758154
"X-squared2357","random.graph",6e-04,"clustering",39.7961486294417,3.49632072703501e-06,0.0471938371748559,0.0115488286031333,0.349607772503943,-88.4950047959594
"X-squared2358","random.graph",6e-04,"clustering",39.250723822863,4.41588064253244e-06,0.0551280365911805,0.0637625990052592,0.00102162509149672,-89.7048453040564
"X-squared2359","random.graph",6e-04,"clustering",36.484906308888,1.43106307335803e-05,0.0591768883102831,0.0835649515389132,0.000421563350900848,-89.5257682297567
"X-squared2360","random.graph",6e-04,"clustering",65.7099471012182,3.49252922573779e-11,0.0757041682784233,0.109463951864448,7.34047648405955e-06,-89.774730106313
"X-squared2361","random.graph",6e-04,"clustering",62.4090500331143,1.5664869192884e-10,0.070765896673485,0.0716489879155526,0.000184496779510014,-89.0627106465954
"X-squared2362","random.graph",6e-04,"clustering",36.5421936471297,1.39683809466179e-05,0.0520184902296373,0.0234244287687638,0.105531566551482,-88.3395497368391
"X-squared2363","random.graph",6e-04,"clustering",48.0229327062384,9.78029245236422e-08,0.0520184902296373,0.0199391382177362,0.130838427064433,-89.7982501981963
"X-squared2364","random.graph",6e-04,"clustering",38.3255091699734,6.55417469946333e-06,0.0554219813295697,0.0318226289601223,0.0552515306237277,-88.1683362209184
"X-squared2365","random.graph",6e-04,"clustering",32.6544780895645,7.1070659285535e-05,0.0501855224848634,0.031021438923584,0.0493370689108161,-88.7442789607887
"X-squared2366","random.graph",6e-04,"clustering",33.6925420632912,4.6181889010403e-05,0.0613008760973533,0.0517111765045638,0.0151674241820758,-90.0976409486865
"X-squared2367","random.graph",6e-04,"clustering",32.4112946630993,7.85934489007868e-05,0.0520184902296373,0.0268684047655893,0.0699501753003272,-88.9423783513457
"X-squared2368","random.graph",6e-04,"clustering",43.6340053899375,6.67096625020716e-07,0.0678284764946855,0.0687720527095277,0.00252082617055787,-89.0850160891331
"X-squared2369","random.graph",6e-04,"clustering",47.0495342039298,1.50039730205208e-07,0.0480366221743389,0.00800078794397776,0.431674807717311,-88.8815605803534
"X-squared2370","random.graph",6e-04,"clustering",85.4511099604029,3.88394675426062e-15,0.0722939982015865,0.0972883225818766,9.07810546623569e-07,-88.9784779427867
"X-squared2371","random.graph",6e-04,"clustering",65.4688290791514,3.89815061994824e-11,0.0633584892660776,0.0456185025647543,0.0125331737980247,-88.3798735834263
"X-squared2372","random.graph",6e-04,"clustering",76.3630080086549,2.62989143103767e-13,0.0609399268526809,0.0675940937843086,0.000321119522361174,-88.0475763625194
"X-squared2373","random.graph",6e-04,"clustering",41.7636478964737,1.49979999182988e-06,0.0508459767535651,0.0428980068398249,0.00855124186493039,-89.3515641036022
"X-squared2374","random.graph",6e-04,"clustering",68.0610358133657,1.19399598722222e-11,0.0691859950935834,0.0854214416945195,4.95424307189642e-06,-89.4186401894801
"X-squared2375","random.graph",6e-04,"clustering",58.564743060989,8.90626596523512e-10,0.0604844601131396,0.0683864500465985,0.000222288747739445,-88.3042080160635
"X-squared2376","random.graph",6e-04,"clustering",43.5421162082387,6.94267074198039e-07,0.0551280365911805,0.055693576540069,0.00244207725869349,-89.5014914469348
"X-squared2377","random.graph",6e-04,"clustering",44.8560152945533,3.91858543848243e-07,0.0571856497599048,0.112159547657935,5.48643899846166e-06,-90.0194781800167
"X-squared2378","random.graph",6e-04,"clustering",39.2870327069455,4.34784087531247e-06,0.0551076641835693,0.0532347853882047,0.00462299126146284,-88.5413742335014
"X-squared2379","random.graph",6e-04,"clustering",48.2493619797928,8.85213801437916e-08,0.0568519827595711,0.0613798489347614,0.00109921033773626,-89.237482312466
"X-squared2380","random.graph",6e-04,"clustering",51.0563210975258,2.55932037665327e-08,0.0622691646473412,0.0581196303086584,0.00266326546284724,-89.4291910342151
"X-squared2381","random.graph",6e-04,"clustering",39.3424900457963,4.24591777022656e-06,0.0496130171641293,0.00752574819996087,0.446973908018363,-88.1767346329762
"X-squared2382","random.graph",6e-04,"clustering",64.2896499955429,6.6678215095506e-11,0.0535545676974502,0.0340537112436435,0.00974204008317396,-89.624183490161
"X-squared2383","random.graph",6e-04,"clustering",24.8569584901887,0.00164371973955848,0.0466637378869332,0.012388382774307,0.357637358783826,-88.8684278060306
